Experiment Name:,Exp_20200331_1

Tube Name:,Sample ID:,All Events ,P1 Events,V1L Events,V1R Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P2 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P2 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,GR % Parent,mCherry % Parent,H2-LL % Parent,GFP % Parent,P2 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P2 Mean FITC-A,All Events  Mean ECD-A,P1 Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P2 Mean ECD-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,H2-UR Mean FSC-A,H2-UL Mean FSC-A,H2-LL Mean FSC-A,H2-LR Mean FSC-A,P2 Mean FSC-A
#75-2,,69264,60000,35549,24451,2617,29543,3167,19575,54902,100.00%,86.63%,51.32%,35.30%,3.78%,42.65%,4.57%,28.26%,79.26%,100.00%,86.63%,59.25%,40.75%,4.77%,53.81%,5.77%,35.65%,91.50%,11484.1,12099.0,165.4,29449.1,7870.5,167.8,76.9,27637.6,10323.9,13188.3,14378.5,23177.3,1586.0,6450.1,24718.7,4955.2,770.8,14169.4,39048.4,40816.9,38589.6,44055.1,39623.6,37620.4,31311.8,39035.2,37856.4
#76-1,,68508,60000,35573,24427,2662,29873,3076,19565,55176,100.00%,87.58%,51.93%,35.66%,3.89%,43.61%,4.49%,28.56%,80.54%,100.00%,87.58%,59.29%,40.71%,4.82%,54.14%,5.57%,35.46%,91.96%,11523.2,12067.6,168.6,29396.1,7877.0,169.6,96.9,27695.4,10297.8,13305.3,14380.3,23190.1,1550.7,6204.0,24765.9,4731.7,773.2,14245.9,39542.0,41129.2,38836.0,44468.7,39932.2,37874.5,31931.6,39423.0,38191.5
#76-2,,67473,60000,35417,24583,2645,29509,3033,19727,54914,100.00%,88.92%,52.49%,36.43%,3.92%,43.73%,4.50%,29.24%,81.39%,100.00%,88.92%,59.03%,40.97%,4.82%,53.74%,5.52%,35.92%,91.52%,11895.5,12270.1,164.7,29710.4,7883.8,165.6,73.2,28116.5,10573.2,13710.6,14501.7,23415.3,1659.8,6595.4,24779.5,5368.8,772.7,14207.5,41349.7,41746.0,39420.9,45095.8,40556.5,38298.8,32052.2,39952.9,38656.7
#77-1,,67439,60000,43032,16968,1899,35954,3783,13511,55147,100.00%,88.97%,63.81%,25.16%,2.82%,53.31%,5.61%,20.03%,81.77%,100.00%,88.97%,71.72%,28.28%,3.44%,65.20%,6.86%,24.50%,91.91%,8282.5,8549.7,156.1,29836.4,8550.6,158.7,73.8,28124.9,7293.5,16832.5,17848.0,24155.6,1851.7,5981.2,25589.1,4857.8,802.3,17419.0,38924.1,40085.0,38517.8,44059.6,40550.0,37637.6,31029.3,39228.0,37674.2
#77-2,,66946,60000,42943,17057,1912,35354,3816,13526,54608,100.00%,89.62%,64.15%,25.48%,2.86%,52.81%,5.70%,20.20%,81.57%,100.00%,89.62%,71.57%,28.43%,3.50%,64.74%,6.99%,24.77%,91.01%,8445.3,8705.7,148.2,30250.3,8529.6,151.1,55.4,28793.5,7532.3,17276.1,18172.5,24702.7,1732.0,6522.0,26123.4,5620.4,811.1,17734.7,40548.8,41461.0,39833.1,45559.5,41254.5,38676.1,31052.3,40341.6,38646.1
#78-1,,67321,60000,42731,17269,1852,36136,2812,13631,54431,100.00%,89.13%,63.47%,25.65%,2.75%,53.68%,4.18%,20.25%,80.85%,100.00%,89.13%,71.22%,28.78%,3.40%,66.39%,5.17%,25.04%,90.72%,8623.3,8818.0,155.6,30252.6,8319.5,158.0,30.6,28668.0,7568.8,17651.7,18633.5,25454.0,1756.7,6849.1,26156.4,7371.5,797.9,18178.6,41593.8,42447.8,40907.0,46260.3,41982.1,39239.5,32782.9,40607.1,39341.7
#78-2,,119710,100000,71670,28330,3154,60443,5016,22338,90951,100.00%,83.54%,59.87%,23.67%,2.63%,50.49%,4.19%,18.66%,75.98%,100.00%,83.54%,71.67%,28.33%,3.47%,66.46%,5.52%,24.56%,90.95%,8101.4,8865.9,158.2,30894.8,8215.7,160.7,40.5,29451.5,7627.4,16418.2,18493.9,25192.5,1547.8,5498.1,26174.8,6577.7,815.4,18148.6,38994.2,41756.1,40293.8,45455.5,40591.6,38901.5,31774.6,40318.5,38915.1
#79-1,,120289,100000,48822,51178,4269,39621,3802,41067,88759,100.00%,83.13%,40.59%,42.55%,3.55%,32.94%,3.16%,34.14%,73.79%,100.00%,83.13%,48.82%,51.18%,4.81%,44.64%,4.28%,46.27%,88.76%,14396.8,15773.3,166.1,30662.0,7887.6,164.6,75.8,28663.0,13717.9,11358.4,12672.5,24480.0,1408.6,6183.0,26013.5,5262.6,803.1,12506.5,41732.9,44127.4,41488.9,46644.5,41535.6,39754.7,32864.3,41102.3,40168.7
#79-2,,117912,100000,48680,51320,4190,39111,3704,40979,87984,100.00%,84.81%,41.29%,43.52%,3.55%,33.17%,3.14%,34.75%,74.62%,100.00%,84.81%,48.68%,51.32%,4.76%,44.45%,4.21%,46.58%,87.98%,15236.5,16314.6,162.3,31636.1,8130.1,160.0,75.8,29409.5,14159.1,11836.4,12954.6,25064.3,1467.8,6220.6,26387.0,5356.0,816.1,12631.5,43153.8,45127.3,42663.6,47464.2,42559.4,40468.5,33301.8,41596.7,40791.8
#80-1,,117944,100000,48371,51629,4344,39375,3315,41166,88200,100.00%,84.79%,41.01%,43.77%,3.68%,33.38%,2.81%,34.90%,74.78%,100.00%,84.79%,48.37%,51.63%,4.93%,44.64%,3.76%,46.67%,88.20%,15038.1,16107.8,173.8,31036.2,7896.4,169.5,83.6,28965.6,13987.0,11974.1,13026.8,25364.6,1467.6,6142.1,26585.9,5179.4,824.4,12750.7,42722.5,44857.1,42233.3,47315.3,41994.7,40143.8,32987.9,41563.7,40628.7
#80-2,,119654,100000,48678,51322,4281,39917,3650,41368,89216,100.00%,83.57%,40.68%,42.89%,3.58%,33.36%,3.05%,34.57%,74.56%,100.00%,83.57%,48.68%,51.32%,4.80%,44.74%,4.09%,46.37%,89.22%,14768.2,16121.1,168.2,31252.1,8018.2,166.1,87.5,29132.6,13971.0,11798.1,13138.1,25365.1,1540.9,6227.9,26737.3,4915.3,829.4,12847.3,42075.4,43994.7,41294.9,46555.4,41575.3,39565.1,32285.5,41015.3,40036.1
#81-1,,114944,100000,24773,75227,3126,19569,2329,62335,87359,100.00%,87.00%,21.55%,65.45%,2.72%,17.02%,2.03%,54.23%,76.00%,100.00%,87.00%,24.77%,75.23%,3.58%,22.40%,2.67%,71.35%,87.36%,32989.2,33803.6,193.0,44871.9,10928.4,175.3,238.6,38128.8,27643.5,9522.0,10170.7,36662.3,1446.7,10961.1,40332.5,955.8,805.0,10026.9,46826.9,47232.4,42489.8,48794.2,42345.9,39850.2,34289.9,41020.6,40626.4
#81-2,,115089,100000,24622,75378,3275,19329,2373,62460,87437,100.00%,86.89%,21.39%,65.50%,2.85%,16.79%,2.06%,54.27%,75.97%,100.00%,86.89%,24.62%,75.38%,3.75%,22.11%,2.71%,71.43%,87.44%,33207.2,33997.4,193.1,45039.4,11284.6,174.1,234.6,38331.8,27849.6,9494.3,10109.8,36470.7,1499.1,10617.1,40336.2,953.5,807.9,9917.4,47231.3,47040.6,42217.0,48616.2,42040.8,39737.7,34292.2,40950.1,40542.2
#82-1,,112523,100000,24878,75122,3136,19838,2415,62726,88115,100.00%,88.87%,22.11%,66.76%,2.79%,17.63%,2.15%,55.75%,78.31%,100.00%,88.87%,24.88%,75.12%,3.56%,22.51%,2.74%,71.19%,88.12%,33721.1,33955.6,194.8,45136.1,11082.8,177.8,257.4,38320.3,27720.4,9684.1,10183.7,36357.9,1515.6,10899.4,40291.6,820.0,798.5,10049.9,46271.9,46556.9,41486.8,48235.9,41527.7,39450.1,34536.3,40847.3,40384.0
#82-2,,113511,100000,24840,75160,3266,19804,2460,62786,88316,100.00%,88.10%,21.88%,66.21%,2.88%,17.45%,2.17%,55.31%,77.80%,100.00%,88.10%,24.84%,75.16%,3.70%,22.42%,2.79%,71.09%,88.32%,33452.1,34150.2,191.6,45373.3,11599.6,173.9,243.9,38691.4,27981.4,9682.4,10292.9,36855.7,1514.0,10492.9,40878.0,1026.5,813.3,10161.3,45220.8,46101.9,41301.8,47688.3,41113.6,39110.4,34880.2,40408.3,39989.3
#83-1,,113469,100000,31730,68270,7717,25258,2870,53945,89790,100.00%,88.13%,27.96%,60.17%,6.80%,22.26%,2.53%,47.54%,79.13%,100.00%,88.13%,31.73%,68.27%,8.59%,28.13%,3.20%,60.08%,89.79%,18873.1,19865.8,196.4,29007.6,7682.7,187.2,147.4,27712.1,17366.8,8107.3,8692.9,23948.3,1602.6,6524.6,26222.7,3293.3,771.4,8506.0,41371.4,43444.5,40301.4,44905.3,40184.2,38597.7,33489.4,39974.5,39398.0
#83-2,,114670,100000,31641,68359,7576,25028,3118,54173,89895,100.00%,87.21%,27.59%,59.61%,6.61%,21.83%,2.72%,47.24%,78.39%,100.00%,87.21%,31.64%,68.36%,8.43%,27.84%,3.47%,60.26%,89.89%,18879.8,20065.2,195.7,29262.1,7796.8,187.2,146.5,27968.7,17568.9,7518.6,8194.3,22661.2,1498.1,6200.2,25059.9,3335.8,733.5,8057.3,41230.0,43674.5,40355.9,45210.5,40561.1,38873.6,32997.5,40190.9,39605.8
#84-1,,112330,100000,30912,69088,7870,24990,2277,53950,89087,100.00%,89.02%,27.52%,61.50%,7.01%,22.25%,2.03%,48.03%,79.31%,100.00%,89.02%,30.91%,69.09%,8.83%,28.05%,2.56%,60.56%,89.09%,19553.0,20341.1,197.4,29354.0,7818.6,187.6,121.8,28043.9,17729.5,8213.9,8705.9,24490.9,1643.2,6635.6,26153.5,4173.7,770.3,8495.7,43659.7,44899.4,41699.4,46331.2,41398.4,39556.8,33375.1,40835.8,40336.0
#84-2,,113255,100000,31010,68990,7726,24927,2540,54350,89543,100.00%,88.30%,27.38%,60.92%,6.82%,22.01%,2.24%,47.99%,79.06%,100.00%,88.30%,31.01%,68.99%,8.63%,27.84%,2.84%,60.70%,89.54%,19141.1,20200.2,195.6,29192.0,7686.3,186.4,130.5,27906.9,17657.4,7862.9,8341.4,23501.6,1527.2,6338.5,25351.2,3717.0,753.7,8167.1,42511.8,43920.2,40767.6,45337.2,40256.7,38843.0,32717.7,40150.2,39584.6
#85-1,,112419,100000,54537,45463,7650,44352,3782,32651,88435,100.00%,88.95%,48.51%,40.44%,6.80%,39.45%,3.36%,29.04%,78.67%,100.00%,88.95%,54.54%,45.46%,8.65%,50.15%,4.28%,36.92%,88.44%,12742.9,13262.0,175.6,28960.3,8143.1,170.8,85.5,28532.7,11328.3,13975.3,14706.3,25271.7,2032.2,6080.2,26537.6,5080.3,809.8,14351.4,42983.9,44117.1,41612.9,47121.2,41296.6,39557.9,32924.2,41202.6,40031.8
#85-2,,112986,100000,54733,45267,7699,44497,3996,32544,88736,100.00%,88.51%,48.44%,40.06%,6.81%,39.38%,3.54%,28.80%,78.54%,100.00%,88.51%,54.73%,45.27%,8.68%,50.15%,4.50%,36.68%,88.74%,12649.0,13211.8,174.9,28974.8,8206.1,170.9,90.3,28726.1,11337.1,13859.4,14695.8,25226.4,1963.1,5989.9,26517.6,4726.2,814.1,14328.5,42499.7,43775.0,41259.1,46817.1,41306.2,39264.4,32765.3,41006.4,39787.8
#86-1,,111491,100000,54587,45413,7931,45014,3607,32442,88994,100.00%,89.69%,48.96%,40.73%,7.11%,40.37%,3.24%,29.10%,79.82%,100.00%,89.69%,54.59%,45.41%,8.91%,50.58%,4.05%,36.45%,88.99%,13021.9,13424.6,180.0,29344.8,8143.7,174.7,88.8,28803.3,11317.7,14183.1,14881.0,25598.0,1999.0,6045.7,26645.1,4938.6,815.0,14513.4,43007.7,44448.6,41847.4,47575.2,41887.4,39775.2,33277.3,41370.2,40281.5
#86-2,,111874,100000,54476,45524,7822,44624,3566,32470,88482,100.00%,89.39%,48.69%,40.69%,6.99%,39.89%,3.19%,29.02%,79.09%,100.00%,89.39%,54.48%,45.52%,8.84%,50.43%,4.03%,36.70%,88.48%,13148.7,13637.2,179.3,29741.6,8155.3,174.5,84.3,29103.7,11492.5,14188.1,14999.7,25848.0,2018.1,6314.7,26864.6,5107.6,814.2,14611.4,43241.7,44660.8,42016.8,47824.7,41653.6,39880.7,33284.8,41636.8,40416.0
#87-1,,136276,111574,76298,35276,5937,61122,5062,24509,96630,100.00%,81.87%,55.99%,25.89%,4.36%,44.85%,3.71%,17.98%,70.91%,100.00%,81.87%,68.38%,31.62%,6.14%,63.25%,5.24%,25.36%,86.61%,8365.6,9461.3,166.0,29565.9,8705.8,165.5,67.1,29621.7,8156.3,16440.6,18710.7,26395.1,2090.3,5962.4,27577.3,5384.8,844.9,18306.4,38976.6,42697.4,41099.5,46153.4,41233.8,38797.6,32149.4,40311.7,38983.1
#87-2,,118325,100000,68515,31485,5495,55726,4573,22190,87984,100.00%,84.51%,57.90%,26.61%,4.64%,47.10%,3.86%,18.75%,74.36%,100.00%,84.51%,68.52%,31.49%,6.25%,63.34%,5.20%,25.22%,87.98%,8738.6,9591.7,162.9,30109.8,8779.5,161.4,67.2,30113.1,8248.7,17339.7,19212.4,27106.7,2033.5,5594.7,28357.3,5156.5,863.2,18795.7,40206.9,43232.6,41609.4,46764.8,41705.9,39518.4,32567.0,41008.2,39669.5
#88-1,,117063,100000,68517,31483,5320,55821,4022,21930,87093,100.00%,85.42%,58.53%,26.89%,4.54%,47.68%,3.44%,18.73%,74.40%,100.00%,85.42%,68.52%,31.48%,6.11%,64.09%,4.62%,25.18%,87.09%,8846.5,9513.7,172.6,29843.0,8455.1,170.1,66.8,29825.7,8138.7,17279.4,18875.1,26605.4,2051.5,5593.3,27316.6,5569.6,846.5,18320.2,42586.5,44993.6,43341.3,48589.6,42692.3,40574.4,33645.1,41948.8,40729.9
#88-2,,119160,100000,68316,31684,5271,55738,4361,22343,87713,100.00%,83.92%,57.33%,26.59%,4.42%,46.78%,3.66%,18.75%,73.61%,100.00%,83.92%,68.32%,31.68%,6.01%,63.55%,4.97%,25.47%,87.71%,8875.9,9673.1,169.4,30164.6,8441.0,167.2,72.1,29879.9,8228.3,16897.8,18758.6,26514.2,2036.4,5500.2,27254.6,5321.1,846.4,18129.8,41426.3,44386.0,42674.4,48076.3,42036.1,40132.6,33148.0,41695.1,40297.7
#89-1,,112490,100000,45293,54707,7049,35643,3647,40833,87172,100.00%,88.90%,40.26%,48.63%,6.27%,31.69%,3.24%,36.30%,77.49%,100.00%,88.90%,45.29%,54.71%,8.09%,40.89%,4.18%,46.84%,87.17%,15662.2,16323.3,175.3,29692.6,8278.1,168.4,112.9,28478.5,14082.9,11992.3,12600.1,25648.8,1796.9,6491.7,27404.1,3938.0,830.7,12283.9,43493.0,44963.7,41974.5,47438.5,41883.6,39808.4,33611.1,41285.5,40408.9
#89-2,,111860,100000,45385,54615,6901,35363,3628,40634,86526,100.00%,89.40%,40.57%,48.82%,6.17%,31.61%,3.24%,36.33%,77.35%,100.00%,89.40%,45.39%,54.62%,7.98%,40.87%,4.19%,46.96%,86.53%,15851.4,16357.0,170.1,29808.3,8523.4,163.3,106.0,28684.1,14221.5,12206.4,12772.9,26013.0,1770.3,6423.4,27813.9,4247.0,832.9,12449.0,43941.7,45104.1,42255.2,47471.6,42154.7,39825.3,33630.4,41262.4,40426.2
#90-1,,114140,100000,44939,55061,6973,35671,3251,41060,86955,100.00%,87.61%,39.37%,48.24%,6.11%,31.25%,2.85%,35.97%,76.18%,100.00%,87.61%,44.94%,55.06%,8.02%,41.02%,3.74%,47.22%,86.95%,15636.6,16403.0,180.0,29643.7,8283.8,174.6,107.4,28567.0,14229.2,12075.4,12833.3,26415.7,1747.7,6060.2,28004.4,4053.2,839.1,12521.8,42956.3,44894.6,42008.4,47250.2,41607.0,39727.4,32710.7,41135.0,40280.5
#90-2,,119610,100000,46091,53909,6739,35458,3505,39840,85542,100.00%,83.61%,38.53%,45.07%,5.63%,29.64%,2.93%,33.31%,71.52%,100.00%,83.61%,46.09%,53.91%,7.88%,41.45%,4.10%,46.57%,85.54%,14577.9,16475.8,183.2,30405.6,8267.6,177.9,125.1,29026.4,14248.8,11238.7,12792.6,25661.7,1789.8,5971.3,27936.5,3426.1,839.1,12581.6,41340.4,44692.7,41561.4,47369.9,41429.7,39498.0,32731.0,41051.9,40096.6
#91-1,,115021,100000,29474,70526,2291,22647,3517,57011,85466,100.00%,86.94%,25.62%,61.32%,1.99%,19.69%,3.06%,49.57%,74.30%,100.00%,86.94%,29.47%,70.53%,2.68%,26.50%,4.12%,66.71%,85.47%,34995.2,37993.0,219.3,53779.2,13546.2,200.6,272.3,42052.7,28479.2,12330.6,13645.3,42118.2,1746.0,14334.8,48175.7,370.7,937.1,13790.3,48324.4,51397.8,43422.4,54730.9,45367.1,41515.8,37460.1,43702.7,42910.9
#91-2,,116481,100000,29741,70259,2261,22184,3900,56280,84625,100.00%,85.85%,25.53%,60.32%,1.94%,19.05%,3.35%,48.32%,72.65%,100.00%,85.85%,29.74%,70.26%,2.67%,26.21%,4.61%,66.51%,84.62%,34168.3,37538.8,215.1,53338.1,14363.4,196.2,256.6,41656.9,28151.0,12001.3,13283.7,40460.5,1779.7,14109.3,47039.5,428.2,920.9,13340.3,47495.7,49588.4,41887.4,52848.4,44609.4,40064.0,36546.3,42403.9,41579.5
#92-1,,113324,100000,28935,71065,2293,22727,2844,57354,85218,100.00%,88.24%,25.53%,62.71%,2.02%,20.05%,2.51%,50.61%,75.20%,100.00%,88.24%,28.94%,71.07%,2.69%,26.67%,3.34%,67.30%,85.22%,35674.6,38140.0,224.8,53577.6,13522.0,205.7,307.2,41698.2,28493.0,11693.8,12837.0,40297.5,1656.1,13644.8,44176.3,658.4,869.1,12755.5,49457.0,52199.9,43979.9,55546.8,45734.3,41781.9,37528.6,44235.0,43397.3
#92-2,,113894,100000,29861,70139,2308,22979,3512,57187,85986,100.00%,87.80%,26.22%,61.58%,2.03%,20.18%,3.08%,50.21%,75.50%,100.00%,87.80%,29.86%,70.14%,2.68%,26.72%,4.08%,66.51%,85.99%,34176.7,36608.0,219.9,52099.8,13114.6,200.1,293.9,40998.5,27684.5,12507.8,13682.5,41429.6,1869.4,15223.6,47244.8,446.1,940.0,13677.8,48058.7,50046.0,42389.6,53305.6,44165.9,40659.0,37125.1,42987.0,42157.1
#93-1,,109622,100000,37356,62644,4969,30501,2615,50592,88677,100.00%,91.22%,34.08%,57.15%,4.53%,27.82%,2.39%,46.15%,80.89%,100.00%,91.22%,37.36%,62.64%,5.60%,34.40%,2.95%,57.05%,88.68%,19986.0,21098.9,225.5,33546.2,7717.8,208.6,202.1,29777.6,17498.9,10827.9,11455.0,27763.3,1729.9,9564.6,29806.1,2169.9,870.0,11348.3,44852.6,46817.8,41973.3,49706.7,43495.9,40682.1,36251.7,43176.0,42131.9
#93-2,,110271,100000,37752,62248,5000,30705,2718,50429,88852,100.00%,90.69%,34.24%,56.45%,4.53%,27.85%,2.46%,45.73%,80.58%,100.00%,90.69%,37.75%,62.25%,5.63%,34.56%,3.06%,56.76%,88.85%,20025.1,20774.8,224.1,33238.3,7872.2,208.5,195.2,29758.8,17411.0,11520.5,11665.0,27756.2,1906.0,9811.4,29890.6,2229.0,875.1,11446.4,44943.1,46507.2,41984.0,49250.4,43726.4,40752.0,36273.4,43068.1,42096.9
#94-1,,108910,100000,37295,62705,5179,30668,2378,50691,88916,100.00%,91.82%,34.24%,57.58%,4.76%,28.16%,2.18%,46.54%,81.64%,100.00%,91.82%,37.29%,62.70%,5.82%,34.49%,2.67%,57.01%,88.92%,20051.5,20859.8,224.0,33133.3,8104.4,208.3,183.9,29548.9,17394.7,11050.4,11593.9,28073.5,1792.3,9579.3,30057.9,2364.7,875.2,11487.4,45155.9,46900.7,42016.6,49805.6,44053.5,40736.3,35816.4,43364.7,42296.4
#94-2,,109105,100000,37467,62533,5081,30647,2624,50471,88823,100.00%,91.65%,34.34%,57.31%,4.66%,28.09%,2.41%,46.26%,81.41%,100.00%,91.65%,37.47%,62.53%,5.72%,34.50%,2.95%,56.82%,88.82%,20062.3,20981.1,219.9,33420.3,7797.6,203.7,184.5,29720.6,17409.7,11069.6,11711.3,28213.3,1824.0,9898.7,30313.9,2235.2,871.9,11587.1,44987.9,46786.3,42053.0,49622.2,43928.5,40898.6,35746.4,43211.8,42234.1
#95-1,,110724,100000,60146,39854,5305,50959,2639,30256,89159,100.00%,90.31%,54.32%,35.99%,4.79%,46.02%,2.38%,27.33%,80.52%,100.00%,90.31%,60.15%,39.85%,5.95%,57.16%,2.96%,33.93%,89.16%,12539.4,13160.3,218.8,32691.2,6438.5,205.1,124.6,29720.5,10589.6,16995.4,18187.9,28639.4,2414.9,10241.4,29439.1,3817.4,886.3,17849.1,44143.3,46410.7,43090.0,51422.1,44590.9,41602.3,35834.3,44022.4,42430.7
#95-2,,111331,100000,60485,39515,5419,50736,3326,30286,89767,100.00%,89.82%,54.33%,35.49%,4.87%,45.57%,2.99%,27.20%,80.63%,100.00%,89.82%,60.48%,39.52%,6.04%,56.52%,3.71%,33.74%,89.77%,11932.4,12740.9,218.1,31909.3,6192.5,205.0,141.8,29385.0,10409.0,16865.1,18122.3,28211.5,2678.9,10215.9,29499.0,3195.5,878.5,17704.2,42681.6,45052.1,42006.2,49714.5,43625.5,40856.7,34935.3,43049.5,41544.3
#96-1,,112780,100000,60507,39493,5299,50364,3657,30041,89361,100.00%,88.67%,53.65%,35.02%,4.70%,44.66%,3.24%,26.64%,79.23%,100.00%,88.67%,60.51%,39.49%,5.93%,56.36%,4.09%,33.62%,89.36%,11847.7,12782.3,216.9,32033.7,6283.3,205.2,147.7,29086.7,10272.5,16182.8,17656.8,27581.6,2451.1,10543.6,29121.4,2752.2,868.7,17442.8,41728.9,44697.2,41367.2,49799.1,43229.4,40296.6,34573.5,42770.1,41067.8
#96-2,,113191,100000,60778,39222,5276,50276,3802,30136,89490,100.00%,88.35%,53.70%,34.65%,4.66%,44.42%,3.36%,26.62%,79.06%,100.00%,88.35%,60.78%,39.22%,5.90%,56.18%,4.25%,33.68%,89.49%,11613.8,12573.7,216.3,31722.6,6328.4,203.7,145.9,29180.7,10320.4,16199.0,17707.5,27605.4,2369.9,10077.3,29117.7,2752.2,876.9,17364.8,41885.5,44618.5,41600.6,49294.9,43318.8,40368.0,34827.1,42662.0,41079.1
#97-1,,112592,100000,73183,26817,3303,61558,4107,20533,89501,100.00%,88.82%,65.00%,23.82%,2.93%,54.67%,3.65%,18.24%,79.49%,100.00%,88.82%,73.18%,26.82%,3.69%,68.78%,4.59%,22.94%,89.50%,8395.6,9046.0,192.2,33207.7,6572.1,184.9,104.3,29836.1,7219.4,19775.9,21601.4,28514.6,2735.5,11158.5,29612.2,3958.2,887.6,21164.1,40693.9,43565.1,41229.6,49938.7,43634.4,40187.7,33839.9,42785.6,40619.6
#97-2,,111286,100000,73708,26292,3437,61414,4459,20134,89444,100.00%,89.86%,66.23%,23.63%,3.09%,55.19%,4.01%,18.09%,80.37%,100.00%,89.86%,73.71%,26.29%,3.84%,68.66%,4.99%,22.51%,89.44%,8151.4,8702.2,190.5,32564.3,6534.7,183.7,97.4,29859.3,7103.5,20007.8,21459.8,28182.6,2612.8,10284.7,29406.9,4146.9,878.0,20991.0,40768.3,43154.8,41029.8,49112.2,43400.0,39919.2,33431.9,42561.3,40324.3
#98-1,,111389,100000,73632,26368,3326,61556,4281,20012,89175,100.00%,89.78%,66.10%,23.67%,2.99%,55.26%,3.84%,17.97%,80.06%,100.00%,89.78%,73.63%,26.37%,3.73%,69.03%,4.80%,22.44%,89.17%,8197.7,8768.0,190.0,32721.8,6421.1,183.5,107.0,29215.1,6927.5,19576.0,21133.6,27762.2,2623.3,10550.3,28935.7,4188.0,854.5,20760.2,40603.6,43190.2,40982.4,49355.5,42625.8,39849.7,33472.4,42159.5,40165.5
#98-2,,110365,100000,73955,26045,3295,61767,4328,19908,89298,100.00%,90.61%,67.01%,23.60%,2.99%,55.97%,3.92%,18.04%,80.91%,100.00%,90.61%,73.95%,26.05%,3.69%,69.17%,4.85%,22.29%,89.30%,8058.2,8529.7,187.0,32218.8,6351.4,181.2,102.1,29485.0,6938.0,19786.3,21210.5,27740.1,2669.7,11136.8,28904.7,4356.0,850.7,20804.9,40898.3,42888.5,40803.8,48808.0,43013.0,39653.4,33660.4,41814.2,39968.6
#99-1,,111282,100000,51073,48927,4535,42341,2861,38175,87912,100.00%,89.86%,45.90%,43.97%,4.08%,38.05%,2.57%,34.30%,79.00%,100.00%,89.86%,51.07%,48.93%,5.16%,48.16%,3.25%,43.42%,87.91%,15824.7,16749.2,211.7,34012.1,7160.4,198.2,134.3,29910.4,13457.5,14070.0,15112.6,27610.9,2066.1,10058.5,28749.2,3939.1,852.7,14863.8,45381.4,47622.5,43459.5,51968.1,45084.1,41911.7,35637.7,44291.3,42904.5
#100-1,,111596,100000,51566,48434,4633,42488,3214,38298,88633,100.00%,89.61%,46.21%,43.40%,4.15%,38.07%,2.88%,34.32%,79.42%,100.00%,89.61%,51.57%,48.43%,5.23%,47.94%,3.63%,43.21%,88.63%,15038.5,16056.7,214.2,32923.7,7187.5,200.9,146.1,29399.5,13180.7,14132.4,15254.6,27649.0,2058.7,10120.7,29218.8,3221.6,859.9,15024.0,44151.5,46743.8,42960.2,50772.1,44945.2,41348.3,35862.2,43616.4,42317.4
#100-2,,109976,100000,51816,48184,4757,42972,2986,38100,88815,100.00%,90.93%,47.12%,43.81%,4.33%,39.07%,2.72%,34.64%,80.76%,100.00%,90.93%,51.82%,48.18%,5.36%,48.38%,3.36%,42.90%,88.81%,15198.1,15933.0,211.2,32840.0,7035.3,196.0,155.8,29462.0,13115.6,14821.9,15669.3,28345.4,2037.7,10492.1,29796.3,3373.2,873.7,15466.7,44494.5,46175.0,42571.2,50050.4,44276.2,40975.5,36008.1,43232.1,41953.3
#101-1,,113572,100000,27153,72847,3699,21272,2625,57948,85544,100.00%,88.05%,23.91%,64.14%,3.26%,18.73%,2.31%,51.02%,75.32%,100.00%,88.05%,27.15%,72.85%,4.32%,24.87%,3.07%,67.74%,85.54%,35321.9,37777.2,232.1,51771.7,12895.3,211.4,267.1,40798.8,28255.7,12235.1,13452.2,44254.2,1971.0,15927.5,49067.8,414.8,913.3,13521.7,49434.2,51902.2,44135.8,54797.0,45377.1,41865.8,38561.1,43856.0,43264.4
#101-2,,109491,100000,27561,72439,3625,21067,2787,57063,84542,100.00%,91.33%,25.17%,66.16%,3.31%,19.24%,2.55%,52.12%,77.21%,100.00%,91.33%,27.56%,72.44%,4.29%,24.92%,3.30%,67.50%,84.54%,35458.0,37784.6,228.8,52073.4,12756.5,207.3,283.0,40800.3,28146.8,12494.6,13387.3,43299.0,2006.7,14998.2,48449.8,454.6,907.7,13343.9,49443.3,51770.1,43540.0,54901.4,44722.9,41270.9,37443.8,43427.7,42748.5
