Experiment Name:,Exp_20200327__MOPS_EZ_GLY

Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,V2L Events,V2R Events,GR Events,GFP Events,H1-LL Events,mCherry Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,V2L % Total,V2R % Total,GR % Total,GFP % Total,H1-LL % Total,mCherry % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,V2L % Parent,V2R % Parent,GR % Parent,GFP % Parent,H1-LL % Parent,mCherry % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,V2L Mean FITC-A,V2R Mean FITC-A,GR Mean FITC-A,GFP Mean FITC-A,H1-LL Mean FITC-A,mCherry Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,V2L Mean ECD-A,V2R Mean ECD-A,GR Mean ECD-A,GFP Mean ECD-A,H1-LL Mean ECD-A,mCherry Mean ECD-A,All Events  Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P1 Mean FSC-A,V2L Mean FSC-A,V2R Mean FSC-A,GR Mean FSC-A,GFP Mean FSC-A,H1-LL Mean FSC-A,mCherry Mean FSC-A,All Events  rCV FSC-A,V1L rCV FSC-A,V1R rCV FSC-A,P1 rCV FSC-A,V2L rCV FSC-A,V2R rCV FSC-A,GR rCV FSC-A,GFP rCV FSC-A,H1-LL rCV FSC-A,mCherry rCV FSC-A,All Events  rCV FITC-A,V1L rCV FITC-A,V1R rCV FITC-A,P1 rCV FITC-A,V2L rCV FITC-A,V2R rCV FITC-A,GR rCV FITC-A,GFP rCV FITC-A,H1-LL rCV FITC-A,mCherry rCV FITC-A,All Events  rCV ECD-A,V1L rCV ECD-A,V1R rCV ECD-A,P1 rCV ECD-A,V2L rCV ECD-A,V2R rCV ECD-A,GR rCV ECD-A,GFP rCV ECD-A,H1-LL rCV ECD-A,mCherry rCV ECD-A
#106,,100000,77587,6244,83831,7687,76144,72,6158,14542,63059,100.00%,77.59%,6.24%,83.83%,7.69%,76.14%,0.07%,6.16%,14.54%,63.06%,100.00%,92.55%,7.45%,83.83%,9.17%,90.83%,0.09%,7.35%,17.35%,75.22%,3731.6,111.8,34765.8,2692.9,27881.1,150.1,21537.1,34995.7,-53.3,150.2,17133.9,18844.2,926.5,17509.7,760.4,19200.6,27842.6,770.1,15470.2,19602.9,41093.8,39852.0,43396.4,40116.0,42088.3,39916.9,52217.3,43315.9,37392.0,40417.9,40.04%,33.67%,36.92%,33.95%,36.47%,33.67%,51.74%,36.87%,32.35%,33.91%,112.03%,109.64%,48.55%,109.48%,68.52%,109.57%,88.05%,48.18%,106.08%,73.42%,54.35%,44.03%,58.95%,49.11%,73.94%,42.91%,50.71%,58.24%,45.06%,43.56%
#107,0.09,100000,30130,45551,75681,46444,29237,209,45296,5473,24703,100.00%,30.13%,45.55%,75.68%,46.44%,29.24%,0.21%,45.30%,5.47%,24.70%,100.00%,39.81%,60.19%,75.68%,61.37%,38.63%,0.28%,59.85%,7.23%,32.64%,22563.8,126.5,30752.4,18559.7,30064.8,283.3,17557.8,30842.7,-16.2,161.2,8050.9,19868.4,765.4,8370.6,697.4,20559.9,15193.3,702.5,14633.2,20985.9,48708.5,39455.9,43010.3,41595.2,42858.7,39588.1,52406.3,42968.2,36844.8,40038.7,47.52%,35.06%,37.15%,36.49%,37.10%,35.15%,41.00%,37.11%,34.46%,35.09%,146.57%,101.43%,42.09%,146.13%,43.21%,101.47%,86.60%,41.90%,125.51%,72.44%,113.18%,44.77%,59.33%,107.21%,60.85%,42.93%,99.98%,59.09%,55.47%,43.31%
#108,,100000,75018,7014,82032,8384,73648,116,6868,13104,61944,100.00%,75.02%,7.01%,82.03%,8.38%,73.65%,0.12%,6.87%,13.10%,61.94%,100.00%,91.45%,8.55%,82.03%,10.22%,89.78%,0.14%,8.37%,15.97%,75.51%,3947.4,119.4,33348.5,2960.6,27680.5,146.6,14013.3,33813.3,-50.6,156.2,17158.7,19130.4,921.0,17573.5,793.1,19483.7,8208.1,789.6,15682.4,19852.0,41801.1,40319.6,43886.1,40624.6,42672.1,40391.5,47614.9,43839.8,37496.8,40916.7,41.15%,34.14%,36.07%,34.40%,36.06%,34.14%,33.74%,36.05%,32.59%,34.32%,107.96%,105.04%,51.12%,104.89%,67.83%,104.83%,78.09%,49.94%,105.59%,72.30%,55.84%,43.41%,63.27%,49.38%,75.78%,42.43%,69.51%,61.90%,44.21%,43.31%
#109,0.12,100000,22732,53489,76221,53750,22471,1180,52212,3532,19297,100.00%,22.73%,53.49%,76.22%,53.75%,22.47%,1.18%,52.21%,3.53%,19.30%,100.00%,29.82%,70.18%,76.22%,70.52%,29.48%,1.55%,68.50%,4.63%,25.32%,24462.4,160.4,29667.2,20867.1,29318.2,652.2,11026.1,30140.7,16.5,193.7,6627.3,20977.3,890.5,6881.1,757.3,21529.3,7249.2,748.6,14396.6,22075.8,47389.0,38979.3,42080.7,41155.8,41949.9,39256.2,42833.5,42070.3,36528.6,39425.7,47.55%,35.22%,36.89%,36.45%,36.91%,35.48%,36.65%,36.91%,35.60%,35.11%,132.51%,90.85%,43.63%,100.86%,44.11%,90.69%,65.42%,42.63%,189.69%,70.43%,98.49%,44.50%,62.87%,91.11%,63.55%,43.33%,61.47%,61.71%,75.85%,42.73%
#110,,100000,63807,19021,82828,19942,62886,918,17978,9347,54585,100.00%,63.81%,19.02%,82.83%,19.94%,62.89%,0.92%,17.98%,9.35%,54.58%,100.00%,77.04%,22.96%,82.83%,24.08%,75.92%,1.11%,21.71%,11.28%,65.90%,7474.9,144.9,26003.3,6083.1,24509.1,240.0,9544.8,27013.9,-40.0,179.7,13686.8,17777.9,1210.7,13973.4,959.4,18100.3,6331.7,911.4,14500.6,18313.7,41864.5,39560.8,43000.1,40350.6,42376.9,39708.1,42265.4,43063.3,36510.3,40082.6,41.45%,34.31%,35.51%,34.72%,35.67%,34.23%,36.61%,35.46%,32.05%,34.45%,107.75%,93.03%,46.26%,104.20%,49.77%,92.64%,78.01%,44.06%,112.65%,69.69%,93.86%,47.31%,67.36%,78.42%,71.41%,46.30%,61.48%,64.43%,51.74%,46.96%
#111,0.24,100000,1358,73746,75104,73565,1539,999,72668,982,455,100.00%,1.36%,73.75%,75.10%,73.57%,1.54%,1.00%,72.67%,0.98%,0.46%,100.00%,1.81%,98.19%,75.10%,97.95%,2.05%,1.33%,96.76%,1.31%,0.61%,34308.7,274.0,30172.3,29631.7,29818.7,20695.1,17552.6,30376.7,352.6,358.8,1276.8,14334.3,939.9,1182.1,778.1,20492.2,11141.4,797.5,860.7,41425.8,50628.6,40232.3,42442.9,42402.9,42338.3,45490.5,42106.7,42450.5,40126.1,40375.9,48.65%,36.60%,36.93%,36.93%,36.92%,37.40%,35.98%,36.95%,38.99%,33.33%,51.71%,89.53%,42.34%,43.27%,42.69%,143.23%,61.16%,42.10%,104.54%,73.35%,72.56%,200.00%,63.10%,64.33%,63.31%,82.49%,70.30%,62.30%,231.02%,81.00%
#112,,100000,2002,76663,78665,75752,2913,1919,74666,1198,882,100.00%,2.00%,76.66%,78.67%,75.75%,2.91%,1.92%,74.67%,1.20%,0.88%,100.00%,2.54%,97.46%,78.67%,96.30%,3.70%,2.44%,94.92%,1.52%,1.12%,30841.5,267.7,28101.2,27392.8,27673.7,20088.0,16897.0,28416.7,301.7,348.3,1900.6,20094.3,1253.4,1732.9,980.6,21296.2,10535.9,1010.9,857.8,44893.0,49571.5,41380.1,43658.3,43600.3,43489.4,46483.2,42904.7,43680.1,40752.8,42228.6,44.47%,37.50%,35.31%,35.39%,35.26%,37.49%,37.47%,35.27%,39.27%,34.85%,49.81%,79.90%,40.42%,41.71%,40.60%,143.98%,59.67%,39.85%,96.49%,69.27%,68.68%,198.24%,59.06%,60.69%,58.78%,85.85%,71.55%,57.67%,213.20%,60.94%
#113,0,100000,29823,44686,74509,45384,29125,200,44458,5161,24690,100.00%,29.82%,44.69%,74.51%,45.38%,29.12%,0.20%,44.46%,5.16%,24.69%,100.00%,40.03%,59.97%,74.51%,60.91%,39.09%,0.27%,59.67%,6.93%,33.14%,19639.8,126.5,27316.1,16433.2,26758.7,343.4,21904.3,27356.6,-36.7,162.3,7334.2,17821.8,741.5,7578.1,665.2,18350.0,17653.3,661.1,13183.1,18779.8,46899.8,40242.2,42855.5,41809.5,42670.6,40467.8,59188.6,42783.8,37554.5,40803.8,49.31%,36.54%,37.87%,37.49%,37.85%,36.65%,32.00%,37.76%,35.88%,36.42%,146.30%,100.62%,42.02%,145.86%,42.98%,99.76%,53.99%,41.96%,115.68%,70.80%,118.08%,48.48%,63.08%,111.63%,64.30%,46.50%,45.67%,62.90%,56.27%,47.06%
#114,,100000,73037,5393,78430,6688,71742,62,5325,13506,59537,100.00%,73.04%,5.39%,78.43%,6.69%,71.74%,0.06%,5.32%,13.51%,59.54%,100.00%,93.12%,6.88%,78.43%,8.53%,91.47%,0.08%,6.79%,17.22%,75.91%,3145.1,114.0,32279.3,2325.8,25595.8,156.5,22017.7,32433.3,-56.6,152.9,16311.5,17916.6,1067.4,16758.0,778.7,18247.6,29567.7,734.3,14368.7,18719.8,41081.8,39841.7,43268.3,40077.4,41846.2,39912.5,54998.1,43124.2,37194.4,40443.3,46.21%,36.26%,38.39%,36.41%,38.90%,36.19%,44.54%,38.20%,34.99%,36.22%,113.01%,108.35%,49.41%,108.76%,70.12%,108.10%,69.08%,49.13%,104.78%,72.91%,55.12%,44.89%,60.01%,49.49%,73.34%,43.81%,44.99%,59.29%,45.96%,44.49%
#115,0.06,100000,32346,46086,78432,46651,31781,276,45767,6240,26149,100.00%,32.35%,46.09%,78.43%,46.65%,31.78%,0.28%,45.77%,6.24%,26.15%,100.00%,41.24%,58.76%,78.43%,59.48%,40.52%,0.35%,58.35%,7.96%,33.34%,19995.0,115.5,28255.7,16650.4,27761.0,341.4,21845.6,28319.4,-40.1,155.0,7853.3,18685.7,767.7,8157.3,657.7,19165.7,17590.2,659.9,14762.5,19603.7,45622.5,38962.7,41956.7,40722.0,41813.5,39119.8,57788.8,41864.3,36778.6,39483.5,46.20%,35.32%,36.82%,36.36%,36.70%,35.39%,28.98%,36.69%,33.93%,35.36%,146.53%,110.16%,42.32%,146.23%,43.19%,109.51%,58.45%,42.21%,111.32%,73.48%,117.57%,44.81%,60.85%,113.07%,61.90%,43.29%,43.56%,60.54%,48.21%,44.29%
#116,,100000,77446,5942,83388,7691,75697,86,5825,14281,63196,100.00%,77.45%,5.94%,83.39%,7.69%,75.70%,0.09%,5.82%,14.28%,63.20%,100.00%,92.87%,7.13%,83.39%,9.22%,90.78%,0.10%,6.99%,17.13%,75.79%,3354.2,116.7,32490.9,2423.6,24911.3,138.8,19457.4,32847.4,-54.2,156.1,15171.2,16602.6,832.7,15478.9,827.2,16967.5,13426.6,638.4,13629.7,17267.5,40183.8,39806.3,42914.5,40027.8,41024.4,39926.6,52893.5,42786.7,37140.3,40408.5,40.76%,34.18%,37.52%,34.43%,38.10%,34.06%,37.36%,37.36%,32.58%,34.38%,111.55%,107.98%,48.67%,108.09%,83.66%,107.66%,104.95%,48.09%,106.70%,72.60%,58.13%,47.66%,67.41%,52.90%,83.96%,46.24%,96.14%,66.86%,49.39%,47.07%
#117,0.09,100000,32597,47546,80143,48113,32030,296,47194,5433,27220,100.00%,32.60%,47.55%,80.14%,48.11%,32.03%,0.30%,47.19%,5.43%,27.22%,100.00%,40.67%,59.33%,80.14%,60.03%,39.97%,0.37%,58.89%,6.78%,33.96%,20454.9,133.5,28253.3,16816.0,27806.2,307.5,16284.5,28360.1,-34.9,170.1,7723.0,18641.2,721.3,8009.9,638.2,19083.3,13377.3,637.2,14268.5,19485.2,46099.7,39825.6,42518.5,41423.2,42369.7,40001.5,53059.1,42456.1,37002.3,40388.2,43.29%,33.74%,35.70%,35.11%,35.64%,33.89%,42.19%,35.62%,32.03%,33.92%,146.38%,100.95%,41.98%,145.95%,42.78%,101.01%,99.74%,41.81%,117.14%,73.09%,118.28%,44.70%,63.09%,113.47%,64.02%,43.40%,81.08%,62.83%,48.83%,44.10%
#118,,100000,76997,6966,83963,8105,75858,290,6595,14080,62998,100.00%,77.00%,6.97%,83.96%,8.11%,75.86%,0.29%,6.59%,14.08%,63.00%,100.00%,91.70%,8.30%,83.96%,9.65%,90.35%,0.35%,7.85%,16.77%,75.03%,3497.9,116.4,28821.5,2497.9,24392.5,158.6,10296.2,29970.9,-54.2,156.3,16013.6,17524.6,1051.3,16157.9,756.7,17803.4,8389.1,680.0,14656.8,18149.4,40291.2,38455.7,41374.8,38697.9,40195.2,38537.9,46335.1,41207.8,35762.7,39056.0,42.18%,35.49%,38.08%,35.70%,38.28%,35.45%,38.15%,37.99%,34.45%,35.48%,111.61%,109.31%,51.05%,109.05%,66.65%,109.18%,66.34%,48.24%,105.55%,73.52%,54.43%,44.02%,67.25%,49.64%,77.24%,43.08%,79.22%,64.81%,43.94%,43.97%
#119,0.12,100000,24653,58756,83409,58253,25156,1688,56808,3597,21316,100.00%,24.65%,58.76%,83.41%,58.25%,25.16%,1.69%,56.81%,3.60%,21.32%,100.00%,29.56%,70.44%,83.41%,69.84%,30.16%,2.02%,68.11%,4.31%,25.56%,22690.4,173.6,26634.4,18813.5,26651.5,663.2,7815.8,27308.5,18.1,216.5,6310.3,19500.6,903.1,6399.9,660.0,19691.5,8185.5,654.6,13316.4,20402.8,45209.1,37854.8,40384.8,39637.0,40274.6,38160.6,41491.8,40367.2,35437.9,38252.9,43.46%,34.96%,36.69%,36.29%,36.75%,35.00%,37.85%,36.67%,33.79%,35.00%,127.39%,88.28%,44.50%,104.58%,44.22%,89.50%,73.62%,42.90%,194.79%,70.86%,99.47%,44.58%,65.55%,93.35%,65.60%,44.60%,56.48%,63.90%,77.77%,43.30%
#120,,100000,65349,21190,86539,20299,66240,2171,18559,9899,55910,100.00%,65.35%,21.19%,86.54%,20.30%,66.24%,2.17%,18.56%,9.90%,55.91%,100.00%,75.51%,24.49%,86.54%,23.46%,76.54%,2.51%,21.45%,11.44%,64.61%,6951.4,150.1,22351.4,5586.3,22741.0,329.3,6099.3,24768.6,-43.4,195.7,14239.4,18417.6,1656.0,14313.3,843.6,18441.1,7686.3,806.1,15378.9,18865.6,40585.8,37948.4,40514.6,38576.8,40072.6,38118.4,41379.2,40528.7,34861.4,38477.8,41.99%,35.91%,37.29%,36.34%,37.47%,35.91%,38.48%,37.20%,34.47%,35.96%,114.30%,96.89%,50.05%,110.61%,47.80%,96.62%,60.06%,43.09%,109.47%,72.35%,81.86%,42.58%,68.06%,70.90%,66.33%,42.81%,52.24%,61.10%,44.69%,42.75%
#121,0.24,100000,1099,80689,81788,80822,966,607,80025,799,357,100.00%,1.10%,80.69%,81.79%,80.82%,0.97%,0.61%,80.02%,0.80%,0.36%,100.00%,1.34%,98.66%,81.79%,98.82%,1.18%,0.74%,97.84%,0.98%,0.44%,31039.6,236.5,26694.9,26339.4,26451.5,16960.2,16631.5,26788.9,304.0,337.8,1034.9,12299.7,727.6,883.1,633.4,21775.8,11958.6,641.2,769.5,36517.5,47356.6,37686.6,39931.1,39900.9,39865.6,42858.5,40743.9,39922.7,37310.8,39389.1,46.50%,42.25%,37.81%,37.87%,37.85%,37.10%,37.03%,37.82%,43.99%,37.08%,49.58%,105.91%,42.13%,42.82%,42.41%,144.33%,63.56%,41.96%,118.59%,80.88%,72.07%,199.49%,65.06%,65.91%,65.36%,88.70%,71.71%,64.61%,291.51%,89.94%
#122,,100000,1304,81944,83248,81406,1842,1212,80681,722,633,100.00%,1.30%,81.94%,83.25%,81.41%,1.84%,1.21%,80.68%,0.72%,0.63%,100.00%,1.57%,98.43%,83.25%,97.79%,2.21%,1.46%,96.92%,0.87%,0.76%,29291.0,249.4,26046.7,25642.6,25881.3,15093.2,15386.6,26222.3,278.9,326.5,1395.3,21773.0,908.4,1235.2,731.3,23504.6,11825.7,740.7,1586.0,43584.4,45827.9,37340.3,39866.3,39826.7,39769.8,42340.4,40486.8,39860.3,35433.6,39296.7,45.43%,39.85%,37.59%,37.64%,37.60%,39.22%,37.91%,37.58%,40.10%,40.02%,48.50%,86.63%,41.49%,42.27%,41.54%,143.92%,62.72%,41.16%,115.54%,73.08%,70.19%,172.70%,63.03%,63.92%,62.85%,94.96%,74.99%,62.26%,242.93%,62.23%
#123,0,100000,33253,47188,80441,48123,32318,117,47049,5939,27336,100.00%,33.25%,47.19%,80.44%,48.12%,32.32%,0.12%,47.05%,5.94%,27.34%,100.00%,41.34%,58.66%,80.44%,59.82%,40.18%,0.15%,58.49%,7.38%,33.98%,17118.1,126.4,24647.0,14510.6,24090.5,245.5,22118.2,24664.0,-38.8,163.6,7067.4,16789.6,655.7,7325.2,621.1,17308.0,16220.9,616.9,12574.8,17692.5,43768.5,39388.3,41066.0,40372.5,40851.4,39659.3,58576.9,41021.5,36200.3,40083.8,47.58%,37.78%,38.55%,38.30%,38.78%,37.64%,32.42%,38.50%,38.40%,37.39%,146.24%,102.99%,41.27%,145.73%,42.39%,101.87%,46.95%,41.24%,112.01%,72.13%,120.45%,46.44%,63.82%,115.35%,65.06%,44.72%,41.02%,63.69%,53.17%,45.46%
#124,,100000,79719,5422,85141,6946,78195,40,5378,13724,65999,100.00%,79.72%,5.42%,85.14%,6.95%,78.19%,0.04%,5.38%,13.72%,66.00%,100.00%,93.63%,6.37%,85.14%,8.16%,91.84%,0.05%,6.32%,16.12%,77.52%,2664.7,122.5,29111.3,1968.6,22653.1,131.2,17458.4,29218.4,-55.4,159.6,14834.4,16104.2,754.9,15126.7,765.8,16402.4,16796.6,632.1,13096.1,16729.0,39919.4,39030.4,41099.8,39162.2,39205.7,39158.3,56226.5,40990.9,35700.9,39722.6,42.74%,36.09%,38.16%,36.22%,39.15%,35.98%,40.72%,37.99%,34.89%,36.10%,107.34%,103.39%,48.46%,103.83%,76.74%,103.09%,68.52%,48.37%,105.37%,71.89%,53.91%,44.31%,63.83%,48.55%,79.93%,43.28%,58.76%,63.36%,46.21%,43.80%
#125,0.06,100000,35153,47914,83067,48952,34115,213,47662,6022,29170,100.00%,35.15%,47.91%,83.07%,48.95%,34.11%,0.21%,47.66%,6.02%,29.17%,100.00%,42.32%,57.68%,83.07%,58.93%,41.07%,0.26%,57.38%,7.25%,35.12%,17719.7,133.4,25617.9,14833.1,25000.0,244.5,16100.8,25680.0,-29.4,169.0,7125.7,16680.0,637.1,7426.2,582.7,17246.2,12991.0,579.1,12566.0,17512.4,43835.5,38505.6,40347.9,39568.3,40109.3,38792.0,55050.6,40281.4,35169.0,39198.3,44.03%,35.94%,36.83%,36.48%,36.96%,35.86%,41.92%,36.77%,35.11%,35.82%,146.30%,98.61%,41.77%,145.91%,43.03%,98.57%,90.72%,41.63%,125.31%,71.45%,122.85%,44.67%,64.33%,119.48%,65.90%,42.78%,82.55%,64.16%,54.44%,43.39%
#126,,100000,81483,5764,87247,8518,78729,124,5613,13608,67902,100.00%,81.48%,5.76%,87.25%,8.52%,78.73%,0.12%,5.61%,13.61%,67.90%,100.00%,93.39%,6.61%,87.25%,9.76%,90.24%,0.14%,6.43%,15.60%,77.83%,2765.9,134.7,29096.0,2048.0,19523.0,157.3,10908.6,29629.9,-32.4,168.7,14837.1,16042.9,776.4,15034.3,605.4,16595.4,7548.4,614.8,12050.6,16837.9,39186.3,38419.8,39961.4,38521.7,37410.9,38641.8,47376.6,39809.4,34665.0,39171.9,40.22%,34.83%,37.70%,35.00%,37.81%,34.68%,41.70%,37.48%,34.06%,34.74%,99.36%,95.29%,49.24%,96.38%,143.50%,95.18%,74.04%,48.18%,127.66%,69.96%,53.59%,43.75%,64.77%,48.28%,101.67%,42.01%,67.96%,63.80%,54.53%,42.48%
#127,0.09,100000,34355,48446,82801,49716,33085,383,47991,5723,28704,100.00%,34.35%,48.45%,82.80%,49.72%,33.09%,0.38%,47.99%,5.72%,28.70%,100.00%,41.49%,58.51%,82.80%,60.04%,39.96%,0.46%,57.96%,6.91%,34.67%,18320.2,145.0,25786.2,15147.4,25055.2,259.1,9625.5,25951.5,-9.7,179.4,7103.1,16782.6,652.7,7345.1,571.9,17523.2,10229.9,569.7,11783.3,17749.9,43935.9,38277.1,39737.9,39131.8,39479.0,38610.1,45830.8,39691.6,34755.6,38979.1,43.64%,35.07%,36.66%,36.03%,36.71%,34.93%,44.70%,36.62%,33.81%,35.01%,146.19%,93.29%,43.04%,145.76%,44.43%,93.02%,78.26%,42.71%,149.10%,69.84%,121.86%,44.75%,65.55%,118.30%,67.70%,42.47%,67.67%,65.18%,66.59%,43.05%
#128,,100000,77707,6952,84659,8366,76293,550,6312,11910,65887,100.00%,77.71%,6.95%,84.66%,8.37%,76.29%,0.55%,6.31%,11.91%,65.89%,100.00%,91.79%,8.21%,84.66%,9.88%,90.12%,0.65%,7.46%,14.07%,77.83%,3167.1,138.9,26630.3,2314.4,21899.2,166.8,6178.6,28769.5,-46.2,174.4,14903.1,16368.0,1039.1,15109.2,715.2,16687.6,7222.6,615.8,13087.8,16929.0,41157.8,39357.0,41043.8,39495.5,39139.7,39534.5,43692.5,40869.7,35926.2,39974.0,41.79%,35.50%,36.68%,35.65%,37.54%,35.42%,36.96%,36.58%,34.18%,35.45%,98.74%,93.07%,53.33%,94.37%,80.51%,92.95%,57.60%,48.05%,114.58%,68.56%,54.01%,42.98%,70.80%,48.45%,85.37%,41.99%,55.55%,66.24%,46.19%,42.46%
#129,0.12,100000,24281,60136,84417,59588,24829,2696,57163,3715,20843,100.00%,24.28%,60.14%,84.42%,59.59%,24.83%,2.70%,57.16%,3.71%,20.84%,100.00%,28.76%,71.24%,84.42%,70.59%,29.41%,3.19%,67.72%,4.40%,24.69%,21170.7,190.2,24768.7,17699.2,24739.4,802.9,7085.5,25715.2,46.1,233.9,5583.1,17882.3,893.5,5780.0,608.0,18192.5,6656.4,588.8,10010.8,19149.6,44156.7,38322.6,40004.9,39521.0,39707.6,39073.2,41252.3,39966.2,34094.5,39043.5,42.57%,34.84%,36.35%,35.98%,36.45%,34.90%,35.38%,36.35%,34.86%,34.59%,125.54%,81.07%,44.62%,102.11%,44.30%,83.82%,64.97%,42.34%,579.34%,67.66%,101.56%,45.15%,67.86%,95.00%,68.37%,45.17%,52.77%,65.52%,143.08%,41.94%
#130,,100000,63617,22707,86324,22473,63851,4171,18092,9718,54343,100.00%,63.62%,22.71%,86.32%,22.47%,63.85%,4.17%,18.09%,9.72%,54.34%,100.00%,73.70%,26.30%,86.32%,26.03%,73.97%,4.83%,20.96%,11.26%,62.95%,6425.3,164.4,20282.2,5456.3,19685.9,448.0,6154.2,23999.0,-2.1,205.5,12742.8,16935.3,1732.1,12936.2,762.2,17221.0,5794.9,673.4,11606.3,17804.8,40073.2,38179.1,39917.1,38636.3,38562.3,38662.4,40149.5,39972.4,34080.7,38890.0,40.62%,34.86%,35.61%,35.10%,36.25%,34.69%,35.35%,35.70%,33.88%,34.63%,108.71%,87.38%,57.79%,104.44%,58.62%,88.41%,59.96%,42.24%,202.91%,69.11%,98.29%,43.15%,76.83%,80.33%,79.29%,42.94%,47.82%,63.08%,74.34%,41.74%
#131,0.24,100000,1787,79984,81771,81109,662,435,79500,1519,317,100.00%,1.79%,79.98%,81.77%,81.11%,0.66%,0.44%,79.50%,1.52%,0.32%,100.00%,2.19%,97.81%,81.77%,99.19%,0.81%,0.53%,97.22%,1.86%,0.39%,28406.5,208.7,25062.9,24519.7,24605.0,14064.6,16993.3,25121.4,226.0,358.0,807.5,5531.1,631.1,738.2,571.4,21178.0,9978.9,578.8,319.7,30028.1,45629.6,34057.7,39796.5,39671.1,39647.1,42602.3,41000.9,39790.2,33123.0,39349.7,44.23%,37.89%,36.12%,36.22%,36.21%,37.00%,34.98%,36.13%,36.58%,37.50%,50.05%,87.32%,41.64%,42.69%,42.47%,144.03%,57.61%,41.57%,93.33%,65.35%,74.62%,242.91%,65.98%,67.75%,67.45%,87.29%,63.95%,65.67%,339.91%,125.01%
#132,,100000,2666,80717,83383,82127,1256,854,79799,2243,487,100.00%,2.67%,80.72%,83.38%,82.13%,1.26%,0.85%,79.80%,2.24%,0.49%,100.00%,3.20%,96.80%,83.38%,98.49%,1.51%,1.02%,95.70%,2.69%,0.58%,27465.5,221.8,24727.2,23943.7,24080.0,15028.2,16121.1,24837.8,235.3,350.4,1090.6,7785.5,759.4,984.0,631.2,24056.0,11010.8,646.4,368.1,41553.4,46213.2,34363.6,40767.5,40562.8,40515.1,43678.2,42328.2,40755.5,33044.3,40520.0,43.24%,37.28%,35.88%,36.06%,36.07%,34.58%,35.75%,35.87%,35.11%,35.74%,49.60%,74.21%,41.13%,42.85%,42.32%,143.15%,58.04%,40.91%,74.49%,77.93%,72.31%,226.98%,63.54%,65.96%,65.40%,92.67%,72.08%,63.01%,333.79%,70.96%
#133,0,100000,34791,47508,82299,48372,33927,156,47324,4647,30172,100.00%,34.79%,47.51%,82.30%,48.37%,33.93%,0.16%,47.32%,4.65%,30.17%,100.00%,42.27%,57.73%,82.30%,58.78%,41.22%,0.19%,57.50%,5.65%,36.66%,16388.4,152.9,24124.0,13990.5,23631.7,244.4,18482.3,24155.9,-27.3,182.0,6767.8,15524.8,614.2,6917.5,576.2,15958.6,14023.0,567.8,10800.3,16242.1,44860.1,40300.1,41368.5,40916.9,41175.1,40548.7,57502.9,41318.4,35798.8,40989.6,45.83%,37.23%,38.48%,37.91%,38.60%,37.04%,29.83%,38.44%,37.52%,36.98%,145.89%,85.19%,41.97%,145.54%,42.95%,84.17%,48.06%,41.92%,125.59%,66.07%,123.39%,45.61%,65.73%,120.58%,66.84%,43.94%,44.68%,65.57%,55.72%,44.35%
#134,,100000,80724,5380,86104,6494,79610,34,5339,12509,68222,100.00%,80.72%,5.38%,86.10%,6.49%,79.61%,0.03%,5.34%,12.51%,68.22%,100.00%,93.75%,6.25%,86.10%,7.54%,92.46%,0.04%,6.20%,14.53%,79.23%,2321.1,133.2,27828.3,1863.7,22787.3,156.9,20866.3,27907.1,-52.3,167.4,14011.3,15046.5,702.6,14150.2,579.0,15257.3,16413.2,593.6,11969.2,15609.9,40102.4,39118.6,40636.5,39213.5,39347.0,39202.6,61660.7,40498.9,35076.9,39860.2,42.01%,36.33%,38.32%,36.47%,39.34%,36.25%,13.59%,38.16%,35.15%,36.23%,99.86%,95.63%,46.89%,96.35%,63.82%,95.53%,64.75%,46.77%,109.26%,69.60%,52.68%,44.18%,64.45%,48.17%,78.25%,43.30%,46.11%,64.03%,46.19%,43.57%
#135,0.06,100000,36876,47907,84783,48730,36053,222,47654,6297,30610,100.00%,36.88%,47.91%,84.78%,48.73%,36.05%,0.22%,47.65%,6.30%,30.61%,100.00%,43.49%,56.51%,84.78%,57.48%,42.52%,0.26%,56.21%,7.43%,36.10%,16595.2,130.7,24918.5,14137.1,24401.2,264.0,15593.5,24977.1,-30.7,165.3,7025.4,15847.8,593.8,7228.5,542.8,16265.0,10298.6,545.8,12153.0,16596.7,42904.3,38487.6,40040.9,39365.3,39855.4,38702.8,51944.9,39987.7,34958.9,39211.6,42.79%,35.10%,37.21%,36.29%,37.18%,35.11%,39.46%,37.10%,34.71%,34.88%,146.38%,98.76%,42.44%,146.05%,43.44%,98.76%,78.68%,42.35%,121.11%,70.60%,127.42%,44.08%,66.67%,125.30%,67.94%,42.64%,92.45%,66.49%,51.26%,42.90%
