Experiment Name:,Exp_20200327__MOPS_EZ_GLY

Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,V2L Events,V2R Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,V2L % Total,V2R % Total,GR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,V2L % Parent,V2R % Parent,GR % Parent,GFP % Parent,H1-LL % Parent,mCherry % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,V2L Mean FITC-A,V2R Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,V2L Mean ECD-A,V2R Mean ECD-A,H1-UR Mean ECD-A,H1-UL Mean ECD-A,H1-LL Mean ECD-A,H1-LR Mean ECD-A,All Events  Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P1 Mean FSC-A,V2L Mean FSC-A,V2R Mean FSC-A,H1-UR Mean FSC-A,H1-UL Mean FSC-A,H1-LL Mean FSC-A,H1-LR Mean FSC-A
#227,0.09,100000,42904,39980,82884,41206,41678,273,39761,1284,41566,100.00%,42.90%,39.98%,82.88%,41.21%,41.68%,0.27%,39.76%,1.28%,41.57%,100.00%,51.76%,48.24%,82.88%,49.72%,50.28%,0.33%,47.97%,1.55%,50.15%,16927.9,129.9,29095.0,14101.5,28130.4,231.6,11904.0,29174.9,153.7,128.0,10593.3,20325.1,752.2,10883.9,679.6,20972.6,9783.8,689.9,154.3,20973.8,47773.9,41650.4,45273.7,43398.1,44960.4,41853.6,50790.4,45236.0,37459.2,41775.0
#228,0.09,100000,69153,15315,84468,16703,67765,177,15157,1383,67751,100.00%,69.15%,15.32%,84.47%,16.70%,67.76%,0.18%,15.16%,1.38%,67.75%,100.00%,81.87%,18.13%,84.47%,19.77%,80.23%,0.21%,17.94%,1.64%,80.21%,6180.0,107.9,27282.7,5035.0,24770.2,170.6,18034.2,27357.6,118.6,107.5,17504.5,21038.0,985.7,17402.3,755.5,21505.5,17421.5,786.1,236.4,21470.0,44672.4,40874.8,44900.6,41604.7,44079.4,40994.7,58993.4,44744.7,38063.1,40929.1
#229,0.12,100000,8697,73416,82113,74041,8072,387,73036,1031,7659,100.00%,8.70%,73.42%,82.11%,74.04%,8.07%,0.39%,73.04%,1.03%,7.66%,100.00%,10.59%,89.41%,82.11%,90.17%,9.83%,0.47%,88.95%,1.26%,9.33%,32530.3,176.9,32187.9,28797.5,31700.9,2166.1,15979.5,32270.6,213.4,172.9,3546.5,27595.9,787.0,3626.5,721.7,30270.4,10228.7,731.4,199.7,31361.5,53377.9,43694.8,48087.9,47622.6,47950.7,44613.4,52458.4,48063.7,42502.0,43861.3
#230,0.12,100000,17147,65765,82912,66272,16640,946,64965,1260,15741,100.00%,17.15%,65.76%,82.91%,66.27%,16.64%,0.95%,64.96%,1.26%,15.74%,100.00%,20.68%,79.32%,82.91%,79.93%,20.07%,1.14%,78.35%,1.52%,18.99%,25895.8,166.7,29030.9,23061.5,28571.8,1115.7,11546.2,29222.3,155.4,160.6,6075.9,26596.9,852.1,6176.4,706.6,27961.0,10358.3,717.1,162.2,28937.4,50383.2,42305.1,46346.3,45510.5,46191.8,42797.3,49440.3,46294.4,42743.8,42261.0
#231,0.24,100000,884,81902,82786,82691,95,9,81952,784,41,100.00%,0.88%,81.90%,82.79%,82.69%,0.10%,0.01%,81.95%,0.78%,0.04%,100.00%,1.07%,98.93%,82.79%,99.89%,0.11%,0.01%,98.99%,0.95%,0.05%,36276.6,259.2,32012.1,31673.0,31631.5,67840.8,1626.4,31993.1,210.2,151.2,765.0,1150.3,674.0,679.1,666.5,11579.3,4212.6,673.4,150.8,21264.4,52061.2,39647.4,45501.1,45438.6,45425.5,56859.0,60875.6,45499.7,39042.4,42378.2
#232,0.24,100000,1209,80669,81878,81785,93,7,80693,1140,38,100.00%,1.21%,80.67%,81.88%,81.78%,0.09%,0.01%,80.69%,1.14%,0.04%,100.00%,1.48%,98.52%,81.88%,99.89%,0.11%,0.01%,98.55%,1.39%,0.05%,35731.8,226.0,31774.4,31308.6,31241.6,90175.9,17587.5,31763.8,202.9,210.9,741.5,432.1,673.1,669.5,663.1,6345.1,4148.1,672.7,154.0,8764.3,52394.3,40739.7,45468.7,45398.9,45378.9,62932.3,68609.8,45466.8,40664.5,38863.5
#233,0,100000,56884,27774,84658,28863,55795,259,27527,1139,55733,100.00%,56.88%,27.77%,84.66%,28.86%,55.80%,0.26%,27.53%,1.14%,55.73%,100.00%,67.19%,32.81%,84.66%,34.09%,65.91%,0.31%,32.52%,1.35%,65.83%,11828.7,121.0,28659.7,9483.8,27293.8,270.6,24300.9,28688.6,134.3,120.6,11873.2,17425.7,835.7,11983.0,664.8,17837.9,17635.1,671.4,181.3,17784.7,45474.1,41157.6,44396.3,42220.1,43823.1,41390.9,68532.1,44169.4,37422.7,41233.1
#234,0,100000,83444,1536,84980,3185,81795,18,1521,1327,82114,100.00%,83.44%,1.54%,84.98%,3.18%,81.80%,0.02%,1.52%,1.33%,82.11%,100.00%,98.19%,1.81%,84.98%,3.75%,96.25%,0.02%,1.79%,1.56%,96.63%,877.5,119.3,29853.5,656.8,14274.4,126.5,23846.5,29867.5,142.5,118.9,16693.2,17349.2,816.3,17050.4,709.1,17686.7,14757.9,647.4,264.2,17626.0,41088.1,41025.7,43527.3,41070.9,39665.4,41125.6,71039.8,43269.0,36842.2,41092.0
#235,0.06,100000,54521,28912,83433,30181,53252,183,28778,1286,53186,100.00%,54.52%,28.91%,83.43%,30.18%,53.25%,0.18%,28.78%,1.29%,53.19%,100.00%,65.35%,34.65%,83.43%,36.17%,63.83%,0.22%,34.49%,1.54%,63.75%,12988.8,126.5,30459.7,10637.9,29017.2,221.2,16339.9,30499.2,146.2,125.3,12064.0,18806.7,762.4,12553.8,668.9,19289.7,12625.6,682.8,191.8,19275.7,46234.4,42297.4,45691.6,43473.6,45223.7,42481.7,59988.4,45598.4,38006.0,42399.2
#236,0.06,100000,82342,3917,86259,5129,81130,119,3809,1155,81176,100.00%,82.34%,3.92%,86.26%,5.13%,81.13%,0.12%,3.81%,1.15%,81.18%,100.00%,95.46%,4.54%,86.26%,5.95%,94.05%,0.14%,4.42%,1.34%,94.11%,1532.6,124.4,26664.8,1329.6,20101.4,142.8,11084.1,27077.1,140.9,124.1,17259.6,18139.5,1002.8,17361.3,638.7,18418.5,10303.0,686.3,194.6,18398.4,42593.7,41703.8,44691.9,41839.5,42541.1,41795.2,54071.1,44416.2,37388.5,41764.0
#237,0.09,100000,42742,39904,82646,40612,42034,589,39401,992,41664,100.00%,42.74%,39.90%,82.65%,40.61%,42.03%,0.59%,39.40%,0.99%,41.66%,100.00%,51.72%,48.28%,82.65%,49.14%,50.86%,0.71%,47.67%,1.20%,50.41%,16232.1,150.7,28537.6,13856.7,27840.6,346.0,9035.3,28769.1,154.2,148.8,10044.4,19614.8,773.9,10517.8,654.8,20047.3,8749.9,657.7,182.8,20113.5,46439.1,42216.0,45169.8,43642.2,44874.6,42451.5,48666.4,45112.4,37780.6,42320.4
#238,0.09,100000,68306,14621,82927,15787,67140,235,14425,1168,67099,100.00%,68.31%,14.62%,82.93%,15.79%,67.14%,0.23%,14.43%,1.17%,67.10%,100.00%,82.37%,17.63%,82.93%,19.04%,80.96%,0.28%,17.39%,1.41%,80.91%,5987.6,134.1,27471.2,4953.9,25174.5,199.3,12074.0,27650.1,141.5,133.5,16383.1,20088.6,880.5,16702.0,699.4,20464.8,10825.1,716.3,223.2,20446.1,44511.5,42001.2,45348.9,42591.4,44463.3,42151.3,53878.1,45204.3,37254.6,42083.1
#239,0.12,100000,8454,70038,78492,70597,7895,597,69498,1035,7362,100.00%,8.45%,70.04%,78.49%,70.60%,7.90%,0.60%,69.50%,1.04%,7.36%,100.00%,10.77%,89.23%,78.49%,89.94%,10.06%,0.76%,88.54%,1.32%,9.38%,31655.7,190.9,30262.0,27023.2,29857.7,1677.1,10771.1,30405.3,168.7,189.3,3426.6,26247.8,740.3,3487.6,656.0,28807.7,9422.9,662.8,167.7,30139.0,52398.3,41876.0,45270.6,44905.0,45150.2,42712.5,46696.9,45256.4,40105.9,42117.6
#240,0.12,100000,16205,64708,80913,64525,16388,1553,63257,1062,15041,100.00%,16.20%,64.71%,80.91%,64.53%,16.39%,1.55%,63.26%,1.06%,15.04%,100.00%,20.03%,79.97%,80.91%,79.75%,20.25%,1.92%,78.18%,1.31%,18.59%,24622.5,189.6,27178.0,21772.9,27042.5,1024.6,7808.1,27611.2,163.5,186.6,5679.1,25234.4,841.0,5726.4,638.8,25758.2,8924.1,641.8,144.9,27174.5,48438.1,41366.1,44114.8,43564.3,43985.5,41906.1,44411.3,44108.7,37914.6,41586.2
#241,0.24,100000,949,80313,81262,81185,77,3,80311,888,60,100.00%,0.95%,80.31%,81.26%,81.19%,0.08%,0.00%,80.31%,0.89%,0.06%,100.00%,1.17%,98.83%,81.26%,99.91%,0.09%,0.00%,98.83%,1.09%,0.07%,36066.1,239.2,31572.2,31206.3,31193.7,44478.5,59879.5,31570.8,233.4,334.2,739.9,936.8,651.3,654.7,644.8,11104.0,5650.5,650.7,190.6,12599.5,51592.7,38044.7,45010.8,44929.5,44919.6,55331.0,49606.3,45010.0,37614.5,45141.9
#242,0.24,100000,1017,79461,80478,80402,76,19,79415,987,57,100.00%,1.02%,79.46%,80.48%,80.40%,0.08%,0.02%,79.41%,0.99%,0.06%,100.00%,1.26%,98.74%,80.48%,99.91%,0.09%,0.02%,98.68%,1.23%,0.07%,35668.1,237.1,31223.0,30831.4,30783.4,81669.0,63888.8,31225.3,261.8,439.1,707.3,524.0,636.4,635.0,629.0,6952.0,4725.8,635.6,145.3,6910.5,51440.8,38924.7,44659.5,44587.0,44572.9,59517.7,56230.2,44656.2,38552.4,48826.6
#243,0,100000,56028,25802,81830,26663,55167,276,25526,845,55183,100.00%,56.03%,25.80%,81.83%,26.66%,55.17%,0.28%,25.53%,0.84%,55.18%,100.00%,68.47%,31.53%,81.83%,32.58%,67.42%,0.34%,31.19%,1.03%,67.44%,10829.5,145.5,27651.9,8818.6,26478.6,283.2,23276.9,27698.9,133.8,145.7,11718.1,17208.3,821.8,12041.4,644.5,17549.7,16966.4,635.7,260.5,17473.1,44252.3,41363.7,43876.5,42156.1,43382.9,41563.1,62200.3,43678.7,37217.7,41427.1
#244,0,100000,78900,1413,80313,2609,77704,40,1385,843,78045,100.00%,78.90%,1.41%,80.31%,2.61%,77.70%,0.04%,1.38%,0.84%,78.04%,100.00%,98.24%,1.76%,80.31%,3.25%,96.75%,0.05%,1.72%,1.05%,97.18%,782.5,144.2,28215.9,638.1,15111.3,152.1,15061.0,28358.4,117.6,144.4,16522.3,17060.5,985.8,16777.7,764.8,17315.4,13198.4,634.9,196.2,17245.1,41210.6,41810.3,42730.8,41826.5,39801.0,41894.5,59453.1,42332.1,37348.3,41856.8
#245,0.06,100000,54475,28329,82804,29239,53565,357,28013,841,53593,100.00%,54.47%,28.33%,82.80%,29.24%,53.57%,0.36%,28.01%,0.84%,53.59%,100.00%,65.79%,34.21%,82.80%,35.31%,64.69%,0.43%,33.83%,1.02%,64.72%,11764.7,146.6,28271.3,9768.7,27143.1,284.6,19182.2,28347.0,124.8,146.4,11392.8,17702.2,746.6,11901.3,627.7,18055.2,10788.8,618.5,183.9,17990.1,43938.6,40891.3,43470.6,41773.7,42994.0,41107.6,55260.4,43322.7,35539.3,40972.1
#246,0.06,100000,83090,3621,86711,4783,81928,161,3471,1027,82052,100.00%,83.09%,3.62%,86.71%,4.78%,81.93%,0.16%,3.47%,1.03%,82.05%,100.00%,95.82%,4.18%,86.71%,5.52%,94.48%,0.19%,4.00%,1.18%,94.63%,1440.8,140.1,25801.7,1211.7,19198.8,161.6,12506.0,26339.8,142.4,139.9,16216.0,17125.0,955.6,16449.8,653.2,17372.0,7921.1,619.5,235.4,17339.2,40980.1,40582.5,42782.6,40674.4,40517.6,40683.6,51341.4,42408.7,35811.2,40641.0
#247,0.09,100000,43479,39477,82956,39766,43190,1002,38536,850,42568,100.00%,43.48%,39.48%,82.96%,39.77%,43.19%,1.00%,38.54%,0.85%,42.57%,100.00%,52.41%,47.59%,82.96%,47.94%,52.06%,1.21%,46.45%,1.02%,51.31%,14802.6,148.2,26534.7,12704.9,26101.8,370.1,10879.7,26901.2,141.4,147.1,9793.0,18679.6,794.1,10168.2,601.8,18976.3,8392.1,595.4,135.5,19076.4,44451.0,40137.9,42532.8,41277.6,42219.5,40410.5,47748.6,42396.0,36576.9,40206.7
#248,0.09,100000,69845,14746,84591,15548,69043,543,14227,934,68887,100.00%,69.85%,14.75%,84.59%,15.55%,69.04%,0.54%,14.23%,0.93%,68.89%,100.00%,82.57%,17.43%,84.59%,18.38%,81.62%,0.64%,16.82%,1.10%,81.44%,5624.8,131.4,25872.8,4618.7,24174.0,215.0,12955.7,26323.7,137.2,131.1,15553.7,18596.9,910.0,15513.7,621.3,18867.3,8636.9,607.0,132.2,18855.0,44221.4,41341.2,43356.1,41692.5,42564.2,41496.2,51249.9,43039.1,37648.5,41393.8
#249,0.12,100000,8378,74180,82558,74339,8219,1238,73080,784,7456,100.00%,8.38%,74.18%,82.56%,74.34%,8.22%,1.24%,73.08%,0.78%,7.46%,100.00%,10.15%,89.85%,82.56%,90.04%,9.96%,1.50%,88.52%,0.95%,9.03%,29441.6,188.8,27912.9,25099.5,27716.5,1429.6,16899.8,28048.3,150.4,181.6,3162.9,25048.7,704.3,3174.8,597.6,26484.3,7567.4,592.6,89.6,28079.0,48309.5,39901.4,42561.5,42291.6,42446.2,40892.9,46771.0,42490.6,37464.6,40104.7
#250,0.12,100000,15793,67970,83763,67008,16755,2802,65748,690,14523,100.00%,15.79%,67.97%,83.76%,67.01%,16.75%,2.80%,65.75%,0.69%,14.52%,100.00%,18.85%,81.15%,83.76%,80.00%,20.00%,3.35%,78.49%,0.82%,17.34%,23682.9,185.1,25515.1,20739.3,25611.5,1253.9,8612.7,26016.7,103.1,168.0,5197.2,24256.3,846.5,5260.3,590.5,23936.3,8246.2,580.0,94.3,26118.2,45692.7,39255.4,41513.0,41087.3,41381.5,39910.5,42007.0,41468.5,37299.4,39364.2
#251,0.24,100000,1229,83764,84993,84910,83,10,83782,1105,96,100.00%,1.23%,83.76%,84.99%,84.91%,0.08%,0.01%,83.78%,1.10%,0.10%,100.00%,1.45%,98.55%,84.99%,99.90%,0.10%,0.01%,98.58%,1.30%,0.11%,33855.5,214.6,30164.0,29730.9,29691.4,70165.6,4249.9,30157.4,190.6,249.9,675.0,790.9,600.7,603.5,594.8,9533.5,3373.1,600.4,188.8,7774.4,48925.1,37685.7,42965.2,42888.8,42873.2,58885.6,70886.3,42964.1,37256.3,39125.6
#252,0.24,100000,1282,83485,84767,84691,76,11,83508,1163,85,100.00%,1.28%,83.49%,84.77%,84.69%,0.08%,0.01%,83.51%,1.16%,0.09%,100.00%,1.51%,98.49%,84.77%,99.91%,0.09%,0.01%,98.51%,1.37%,0.10%,33539.7,219.9,29870.1,29421.7,29396.7,57248.7,49467.9,29855.8,188.8,293.0,659.9,730.7,593.5,595.6,586.7,10462.7,6130.9,592.6,174.9,8574.6,47802.0,37555.8,41954.6,41888.0,41876.5,54702.9,62251.8,41952.9,37208.3,39580.8
#253,0,100000,61901,27274,89175,28151,61024,390,26913,758,61114,100.00%,61.90%,27.27%,89.17%,28.15%,61.02%,0.39%,26.91%,0.76%,61.11%,100.00%,69.42%,30.58%,89.17%,31.57%,68.43%,0.44%,30.18%,0.85%,68.53%,9547.0,141.9,26576.0,8226.7,25397.1,305.8,21330.0,26624.2,133.1,141.7,10292.7,14567.2,722.3,10332.7,559.8,14841.1,13521.7,534.5,200.9,14752.9,43724.9,41165.4,41927.3,41398.4,41227.3,41477.3,65253.4,41596.0,34497.7,41244.8
#254,0,100000,87675,1484,89159,3186,85973,42,1454,836,86827,100.00%,87.67%,1.48%,89.16%,3.19%,85.97%,0.04%,1.45%,0.84%,86.83%,100.00%,98.34%,1.66%,89.16%,3.57%,96.43%,0.05%,1.63%,0.94%,97.38%,751.5,157.8,28220.0,624.9,12980.5,167.0,18094.0,28286.4,129.5,158.0,13671.5,13826.8,790.6,13609.8,1018.4,14076.4,10119.1,514.5,218.6,13959.7,43059.0,42124.6,42159.0,42125.2,37556.2,42294.5,62980.6,41636.9,35476.6,42187.3
#255,0.06,100000,60133,28301,88434,29143,59291,432,27921,754,59327,100.00%,60.13%,28.30%,88.43%,29.14%,59.29%,0.43%,27.92%,0.75%,59.33%,100.00%,68.00%,32.00%,88.43%,32.95%,67.05%,0.49%,31.57%,0.85%,67.09%,9951.9,144.1,26656.3,8628.7,25648.1,263.2,18090.3,26740.8,138.6,143.6,10415.5,15433.7,684.5,10713.6,545.2,15711.7,10961.0,526.0,154.1,15640.6,42045.3,40260.0,41396.7,40623.8,40874.4,40500.6,57590.2,41148.0,34579.4,40330.4
#256,0.06,100000,85236,3751,88987,5605,83382,132,3622,1331,83902,100.00%,85.24%,3.75%,88.99%,5.60%,83.38%,0.13%,3.62%,1.33%,83.90%,100.00%,95.78%,4.22%,88.99%,6.30%,93.70%,0.15%,4.07%,1.50%,94.29%,1331.6,136.9,24785.3,1175.9,16383.2,153.7,13305.8,25183.7,130.8,137.0,13589.2,14289.0,778.5,13719.5,669.7,14596.8,7181.7,533.1,167.9,14514.1,40635.8,40079.2,41155.4,40124.6,38456.2,40236.7,55795.4,40657.7,35496.2,40150.3
#257,0.09,100000,48699,40467,89166,40683,48483,1004,39463,498,48201,100.00%,48.70%,40.47%,89.17%,40.68%,48.48%,1.00%,39.46%,0.50%,48.20%,100.00%,54.62%,45.38%,89.17%,45.63%,54.37%,1.13%,44.26%,0.56%,54.06%,14301.4,139.8,28164.3,12858.4,27679.5,421.8,18053.2,28421.3,151.2,139.9,8330.2,14906.3,751.6,8482.4,503.1,15177.9,8240.3,475.4,159.5,15128.8,39405.1,37259.8,38099.6,37640.9,37665.2,37620.6,50794.2,37785.5,32221.0,37304.6
#258,0.09,100000,73675,15128,88803,16359,72444,551,14565,1029,72658,100.00%,73.68%,15.13%,88.80%,16.36%,72.44%,0.55%,14.56%,1.03%,72.66%,100.00%,82.96%,17.04%,88.80%,18.42%,81.58%,0.62%,16.40%,1.16%,81.82%,4840.9,151.3,24125.2,4235.4,21969.0,230.9,15095.5,24485.1,122.0,152.0,12248.6,14574.0,783.4,12224.7,528.4,14865.9,8250.1,465.8,120.4,14783.5,41689.2,40133.6,40642.3,40220.2,39622.0,40355.3,52882.8,40176.4,35717.4,40196.8
#259,0.12,100000,8164,79516,87680,79489,8191,1065,78477,580,7558,100.00%,8.16%,79.52%,87.68%,79.49%,8.19%,1.06%,78.48%,0.58%,7.56%,100.00%,9.31%,90.69%,87.68%,90.66%,9.34%,1.21%,89.50%,0.66%,8.62%,27022.1,168.3,26861.8,24376.3,26727.4,1560.5,14645.1,27018.9,205.8,163.5,2556.8,21797.0,578.3,2554.0,505.5,22433.6,6217.4,497.7,119.3,23576.1,42446.1,37762.3,38927.1,38818.6,38836.5,38645.4,42719.8,38876.5,35123.8,37951.0
#260,0.12,100000,15980,72665,88645,72084,16561,2544,70145,663,15293,100.00%,15.98%,72.66%,88.64%,72.08%,16.56%,2.54%,70.14%,0.66%,15.29%,100.00%,18.03%,81.97%,88.64%,81.32%,18.68%,2.87%,79.13%,0.75%,17.25%,22410.9,164.1,25015.7,20535.7,24925.1,1430.0,15069.7,25367.9,154.6,164.4,4279.8,20657.2,682.1,4283.0,523.9,20644.8,5687.5,493.2,122.4,21612.4,42293.6,38753.4,39634.0,39475.2,39415.5,39735.3,44203.1,39470.8,35064.9,38900.1
#261,0.24,100000,857,85672,86529,86414,115,23,85689,687,130,100.00%,0.86%,85.67%,86.53%,86.41%,0.12%,0.02%,85.69%,0.69%,0.13%,100.00%,0.99%,99.01%,86.53%,99.87%,0.13%,0.03%,99.03%,0.79%,0.15%,32169.1,228.2,29101.1,28815.1,28792.7,45640.9,47122.1,29083.2,184.5,217.8,566.0,1593.5,506.5,517.2,502.7,11481.9,3993.8,505.5,116.4,9791.3,45281.0,36751.9,40693.7,40654.6,40644.3,48391.7,58644.8,40691.3,36257.4,36504.4
#262,0.24,100000,810,85055,85865,85805,60,15,85075,673,102,100.00%,0.81%,85.05%,85.87%,85.80%,0.06%,0.02%,85.08%,0.67%,0.10%,100.00%,0.94%,99.06%,85.87%,99.93%,0.07%,0.02%,99.08%,0.78%,0.12%,32424.4,242.3,29283.2,29009.3,29002.4,38792.5,33195.8,29270.9,192.8,284.3,549.9,1036.4,492.0,497.2,489.5,11520.0,3464.8,491.3,148.2,7236.1,45466.9,37110.5,40531.4,40499.1,40491.5,51362.3,54918.3,40528.3,36747.1,38804.9
#263,0,100000,61717,24624,86341,25820,60521,127,24520,1054,60640,100.00%,61.72%,24.62%,86.34%,25.82%,60.52%,0.13%,24.52%,1.05%,60.64%,100.00%,71.48%,28.52%,86.34%,29.90%,70.10%,0.15%,28.40%,1.22%,70.23%,8579.1,115.4,27262.6,7857.6,25630.0,275.4,22178.8,27264.2,114.5,115.1,8693.5,12462.4,558.1,9067.3,493.1,12725.3,12448.8,495.0,223.8,12680.2,40206.4,38799.3,40432.6,39265.1,39827.2,39025.3,64207.5,40307.9,32723.8,38904.9
#264,0,100000,86840,1264,88104,2782,85322,17,1248,1276,85563,100.00%,86.84%,1.26%,88.10%,2.78%,85.32%,0.02%,1.25%,1.28%,85.56%,100.00%,98.57%,1.43%,88.10%,3.16%,96.84%,0.02%,1.42%,1.45%,97.12%,673.5,108.7,32017.1,566.5,14145.4,123.8,19182.8,32167.2,99.2,108.9,17159.9,17775.8,826.4,17532.7,538.8,18086.8,11183.2,686.8,190.0,18038.3,42775.7,42043.4,45555.9,42093.8,39703.1,42171.8,64919.8,45295.1,35259.4,42144.5
#265,0.06,100000,57567,25573,83140,26794,56346,132,25448,1204,56356,100.00%,57.57%,25.57%,83.14%,26.79%,56.35%,0.13%,25.45%,1.20%,56.36%,100.00%,69.24%,30.76%,83.14%,32.23%,67.77%,0.16%,30.61%,1.45%,67.78%,9209.6,121.6,27377.6,8505.3,25833.3,265.4,19690.5,27410.1,141.8,121.2,9280.6,14233.1,571.9,10031.0,507.7,14559.6,11274.0,512.8,296.5,14534.1,41644.8,40358.0,41818.1,40807.1,41123.8,40656.5,59496.2,41723.6,30857.7,40562.0
#266,0.06,100000,83742,3208,86950,4693,82257,53,3159,1392,82346,100.00%,83.74%,3.21%,86.95%,4.69%,82.26%,0.05%,3.16%,1.39%,82.35%,100.00%,96.31%,3.69%,86.95%,5.40%,94.60%,0.06%,3.63%,1.60%,94.71%,1294.7,116.0,28688.8,1170.2,19117.1,146.3,19016.8,28816.1,113.9,116.0,17224.4,18528.6,832.2,17875.7,594.7,18861.7,8167.5,707.7,240.7,18838.7,41468.9,41098.3,44066.2,41207.8,40398.2,41254.0,55118.1,43905.4,33360.1,41228.1
#267,0.09,100000,47281,37793,85074,38707,46367,585,37253,966,46270,100.00%,47.28%,37.79%,85.07%,38.71%,46.37%,0.58%,37.25%,0.97%,46.27%,100.00%,55.58%,44.42%,85.07%,45.50%,54.50%,0.69%,43.79%,1.14%,54.39%,12832.6,117.1,26415.8,11799.9,25594.5,284.3,15469.6,26556.8,119.8,116.3,8991.7,16258.2,610.6,9307.0,551.7,16615.9,4746.5,544.6,183.9,16609.9,44031.2,40671.6,42502.7,41485.0,42087.1,40982.5,49861.1,42390.0,33755.8,40811.9
#268,0.09,100000,73392,13598,86990,15041,71949,217,13383,1364,72026,100.00%,73.39%,13.60%,86.99%,15.04%,71.95%,0.22%,13.38%,1.36%,72.03%,100.00%,84.37%,15.63%,86.99%,17.29%,82.71%,0.25%,15.38%,1.57%,82.80%,4845.1,112.9,26586.0,4251.1,23739.0,177.1,17953.6,26722.0,124.3,112.7,15768.0,18961.7,814.1,16124.9,628.0,19364.6,8016.1,646.9,183.9,19327.2,41352.8,39708.4,43231.9,40259.2,42178.5,39858.0,54059.2,43052.9,35329.1,39791.9
#269,0.12,100000,8529,75681,84210,76066,8144,943,74756,994,7517,100.00%,8.53%,75.68%,84.21%,76.07%,8.14%,0.94%,74.76%,0.99%,7.52%,100.00%,10.13%,89.87%,84.21%,90.33%,9.67%,1.12%,88.77%,1.18%,8.93%,25272.1,158.2,26362.0,23708.0,25925.5,2996.4,17153.7,26472.0,177.9,154.4,2706.6,21596.2,598.2,2725.0,540.7,23126.4,5006.1,540.3,197.9,24498.7,43267.6,38551.4,40536.2,40335.2,40342.1,40271.2,43314.1,40499.9,32847.8,39313.5
#270,0.12,100000,16178,69405,85583,69229,16354,2067,67447,981,15088,100.00%,16.18%,69.41%,85.58%,69.23%,16.35%,2.07%,67.45%,0.98%,15.09%,100.00%,18.90%,81.10%,85.58%,80.89%,19.11%,2.42%,78.81%,1.15%,17.63%,21773.4,146.5,25254.5,20508.3,24938.5,1754.2,15791.8,25505.0,156.2,140.9,4551.4,22066.4,664.8,4710.4,569.6,22238.9,4134.3,559.0,149.8,23643.6,43162.9,38985.2,40977.3,40600.7,40730.7,40050.5,44018.3,40881.6,33562.2,39334.2
#271,0.24,42899,437,34614,35051,34966,85,21,34599,342,89,100.00%,1.02%,80.69%,81.71%,81.51%,0.20%,0.05%,80.65%,0.80%,0.21%,100.00%,1.25%,98.75%,81.71%,99.76%,0.24%,0.06%,98.71%,0.98%,0.25%,33208.4,222.6,31494.9,31105.0,30939.0,99387.4,95585.5,31450.7,194.4,275.5,566.4,936.5,519.0,524.2,513.4,4969.5,3756.0,517.1,223.2,3709.0,42084.0,33712.3,39153.6,39085.8,39038.7,58430.3,57293.6,39143.5,32881.6,36179.1
#272,0.24,25715,247,20296,20543,20488,55,10,20285,213,35,100.00%,0.96%,78.93%,79.89%,79.67%,0.21%,0.04%,78.88%,0.83%,0.14%,100.00%,1.20%,98.80%,79.89%,99.73%,0.27%,0.05%,98.74%,1.04%,0.17%,35868.3,232.7,33724.5,33321.8,33138.7,101523.7,176471.4,33655.7,229.0,288.6,561.6,1392.0,509.6,520.2,502.6,7071.6,5053.2,507.2,257.2,8362.7,42825.6,34452.4,39381.5,39322.2,39276.8,56265.7,52015.6,39373.5,32853.4,45358.9
#273,,100000,65883,21247,87130,22609,64521,220,21006,1619,64285,100.00%,65.88%,21.25%,87.13%,22.61%,64.52%,0.22%,21.01%,1.62%,64.28%,100.00%,75.61%,24.39%,87.13%,25.95%,74.05%,0.25%,24.11%,1.86%,73.78%,9832.3,133.1,32660.0,8064.9,29768.5,459.7,29056.1,32728.7,155.0,133.0,15334.1,20059.3,977.4,15406.1,736.8,20546.4,17344.9,786.5,201.3,20559.5,43928.1,39153.8,45173.9,40621.8,43977.8,39445.9,62728.8,44992.5,33726.7,39291.7
#274,,100000,88836,1117,89953,2943,87010,19,1093,1644,87197,100.00%,88.84%,1.12%,89.95%,2.94%,87.01%,0.02%,1.09%,1.64%,87.20%,100.00%,98.76%,1.24%,89.95%,3.27%,96.73%,0.02%,1.22%,1.83%,96.94%,667.1,126.0,32587.1,529.1,12188.0,134.8,28797.0,32792.7,135.6,126.0,19756.6,20051.2,1072.3,19815.5,508.7,20468.6,14538.8,726.5,188.9,20426.0,41583.1,40872.4,45845.8,40934.1,38222.2,41025.9,69088.4,45425.9,33973.7,41002.9
